best_match_score,__id_left,__id_right,Event_left,Name_left,Age,Weight Class_left,Last Weight-In,Height_left,Reach_left,Born,Current Streak,UFC Competition,First Fight,Last Fight,Fight out of,Wins,Loss,Draws,No Contest,Concat_left,Event_right,Event Date,Event Location,Weight Class_right,Name_right,Height_right,Weight,Reach_right,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg,TD Acc,TD Def,Sub. Avg.,Win s,Los s,Concat_right
0.4401783777263667,39_left,38_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Eryk Anders,32,Light Heavyweight,205.0 lbs,"6'1"" (185cm)","75.0"" (191cm)","San Antonio, Texas",3 Losses,8,2012-01-28,"April 13, 2019","Birmingham, Alabama",24,7,1,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Eryk Anders,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Middleweight,Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",2.82,47%,4.09,49%,1.75,40%,66%,0.1,11,4,UFC Fight Night: Ngannou vs. Dos Santos Eryk Anders
0.5660102006957046,40_left,41_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Jordan Griffin,29,Featherweight,146.0 lbs,"5'10"" (178cm)","74.5"" (189cm)",United States,1 Loss,2,2009-11-27,"December 15, 2018",Wisconsin,22,8,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Jordan Griffin,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Featherweight,Jordan Griffin,"5' 10""",145 lbs.,"72""",Southpaw,"Feb 28, 1990",3.69,49%,3.75,47%,0.0,0%,57%,1.6,17,6,UFC Fight Night: Ngannou vs. Dos Santos Jordan Griffin
-0.17718577388732282,41_left,31_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Vince Murdock,28,Featherweight,144.6 lbs,"5'6"" (168cm)","65.0"" (165cm)","Lapeer, Michigan",4 Wins,1,2012-11-17,"December 01, 2018","Sacramento, California",12,3,0,1,UFC on ESPN 3: N'Gannou vs. Dos Santos Vince Murdock,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Lightweight,Vinc Pichel,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 23, 1982",3.12,42%,2.67,54%,4.25,62%,20%,0.2,11,2,UFC Fight Night: Ngannou vs. Dos Santos Vinc Pichel
0.5660102006957046,42_left,42_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Jared Gordon,30,Lightweight,156.0 lbs,"5'9"" (175cm)","68.0"" (173cm)",United States,2 Losses,5,2007-09-15,"December 15, 2018","Queens, New York",20,5,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Jared Gordon,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Lightweight,Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",7.48,53%,4.41,60%,3.46,40%,75%,0.0,14,3,UFC Fight Night: Ngannou vs. Dos Santos Jared Gordon
0.4284389604559879,43_left,43_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Dan Moret,32,Lightweight,155.5 lbs,"6'0"" (183cm)","72.5"" (184cm)","Mankato, Minnesota, United States",2 Losses,3,2010-12-11,"March 09, 2019","Mankato, Minnesota",15,5,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Dan Moret,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Lightweight,Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",2.95,42%,3.81,45%,0.71,11%,20%,0.0,13,5,UFC Fight Night: Ngannou vs. Dos Santos Dan Moret
0.5660102006957046,44_left,45_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Justin Ledet,30,Light Heavyweight,205.0 lbs,"6'4"" (193cm)","80.0"" (203cm)","Rosharon, Texas, United States",2 Losses,6,2009-03-21,"February 02, 2019","Houston, Texas",12,2,0,1,UFC on ESPN 3: N'Gannou vs. Dos Santos Justin Ledet,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Light Heavyweight,Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",3.45,41%,4.46,48%,0.32,50%,40%,0.3,9,2,UFC Fight Night: Ngannou vs. Dos Santos Justin Ledet
0.6717733572874438,45_left,44_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Dalcha Lungiambula,33,Heavyweight,203.7 lbs,"5'10"" (178cm)",,Democratic Republic Of The Congo,5 Wins,1,2014-06-05,"June 23, 2018","Tableview, Cape Town, Western Cap, South Africa",9,1,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Dalcha Lungiambula,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Light Heavyweight,Dalcha Lungiambula,"5' 10""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,9,1,UFC Fight Night: Ngannou vs. Dos Santos Dalcha Lungiambula
0.46024704410396544,46_left,46_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Emily Whitmire,28,Strawweight,116.0 lbs,"5'6"" (167cm)","63.0"" (160cm)",United States,2 Wins,4,2010-03-05,"February 17, 2019","Hillsboro, Oregon",8,6,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Emily Whitmire,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Women's Strawweight,Emily Whitmire,"5' 5""",115 lbs.,"63""",,"May 24, 1991",3.57,32%,2.96,57%,1.65,66%,75%,0.8,4,2,UFC Fight Night: Ngannou vs. Dos Santos Emily Whitmire
0.4401783777263667,47_left,47_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Amanda Ribas,25,Strawweight,122.6 lbs,"5'4"" (163cm)",,Brazil,1 Win,1,2014-03-15,"May 21, 2016",Brazil,8,1,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Amanda Ribas,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Women's Strawweight,Amanda Ribas,"5' 4""",115 lbs.,--,,"Aug 26, 1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,6,1,UFC Fight Night: Ngannou vs. Dos Santos Amanda Ribas
0.28335906273649003,48_left,48_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Maurice Darnell Greene,32,Heavyweight,264.5 lbs,"6'7"" (201cm)","82.0"" (208cm)","Broadalbin, New York",2 Wins,3,2011-02-24,"March 09, 2019","Evanston, Illinois",10,2,0,1,UFC on ESPN 3: N'Gannou vs. Dos Santos Maurice Darnell Greene,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Heavyweight,Maurice Greene,"6' 7""",258 lbs.,"82""",,"Jul 05, 1986",4.58,44%,3.83,53%,0.0,0%,66%,0.9,7,3,UFC Fight Night: Ngannou vs. Dos Santos Maurice Greene
0.4407131376157722,49_left,49_right,UFC on ESPN 3: N'Gannou vs. Dos Santos,Júnior Albini,28,Heavyweight,265.5 lbs,"6'3"" (190cm)","74.0"" (188cm)","Paranagua, Parana, Brazil",3 Losses,5,2009-08-07,"February 02, 2019","Paranagua, Parana, Brazil",14,5,0,0,UFC on ESPN 3: N'Gannou vs. Dos Santos Júnior Albini,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",Heavyweight,Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991",3.8,53%,5.49,51%,1.76,37%,100%,0.0,14,5,UFC Fight Night: Ngannou vs. Dos Santos Junior Albini
0.13663284749070176,50_left,50_right,UFC 239: Jones vs. Santos,Jonathan Dwight Jones,31,Light Heavyweight,205.0 lbs,"6'4"" (194cm)","84.5"" (215cm)","Rochester, New York, United States",15 Wins,21,2008-04-12,"March 02, 2019","Albuquerque, New Mexico",24,1,0,1,UFC 239: Jones vs. Santos Jonathan Dwight Jones,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Light Heavyweight,Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",4.48,57%,2.05,64%,2.07,47%,95%,0.5,24,1,UFC 239: Jones vs. Santos Jon Jones
0.6009848464883988,51_left,51_right,UFC 239: Jones vs. Santos,Thiago Santos de Lima,35,Light Heavyweight,204.0 lbs,"6'0"" (183cm)","76.0"" (193cm)","Rio de Janeiro, Rio de Janeiro, Brazil",4 Wins,19,2010-12-10,"February 23, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",21,6,0,0,UFC 239: Jones vs. Santos Thiago Santos de Lima,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Light Heavyweight,Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",5.01,50%,2.16,60%,1.0,40%,67%,0.1,21,6,UFC 239: Jones vs. Santos Thiago Santos
0.859225395806725,52_left,52_right,UFC 239: Jones vs. Santos,Amanda Nunes,31,Featherweight,145.0 lbs,"5'7"" (170cm)","69.0"" (175cm)","Pojuca, Bahia, Brazil",8 Wins,12,2008-03-08,"December 29, 2018","Miami, Florida",17,4,0,0,UFC 239: Jones vs. Santos Amanda Nunes,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Women's Bantamweight,Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",4.65,51%,2.88,57%,1.8,40%,80%,0.6,17,4,UFC 239: Jones vs. Santos Amanda Nunes
0.8352200856931931,53_left,53_right,UFC 239: Jones vs. Santos,Holly Holm,37,Featherweight,146.0 lbs,"5'8"" (173cm)","69.0"" (175cm)",United States,1 Win,10,2011-03-03,"June 09, 2018","Albuquerque, New Mexico",12,4,0,0,UFC 239: Jones vs. Santos Holly Holm,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Women's Bantamweight,Holly Holm,"5' 8""",145 lbs.,"69""",Southpaw,"Oct 17, 1981",2.82,34%,2.8,57%,0.56,31%,78%,0.1,12,4,UFC 239: Jones vs. Santos Holly Holm
0.769072747483515,54_left,57_right,UFC 239: Jones vs. Santos,Luke Skyler Rockhold,34,Middleweight,185.0 lbs,"6'3"" (191cm)","77.0"" (196cm)","Santa Cruz, California, United States",1 Loss,10,2007-07-24,"February 10, 2018","San Jose, California",16,4,0,0,UFC 239: Jones vs. Santos Luke Skyler Rockhold,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Light Heavyweight,Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984",4.29,48%,2.32,58%,0.71,40%,68%,1.2,16,4,UFC 239: Jones vs. Santos Luke Rockhold
0.7177257961477062,55_left,56_right,UFC 239: Jones vs. Santos,Jan Błachowicz,36,Light Heavyweight,205.0 lbs,"6'2"" (188cm)","78.0"" (198cm)","Cieszyn, Poland",1 Loss,12,2007-02-25,"February 23, 2019","Warsaw, Poland",23,8,0,0,UFC 239: Jones vs. Santos Jan Błachowicz,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Light Heavyweight,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.5,49%,3.16,53%,1.46,52%,53%,0.3,23,8,UFC 239: Jones vs. Santos Jan Blachowicz
0.8533556871715356,56_left,55_right,UFC 239: Jones vs. Santos,Ben Askren,34,Welterweight,170.5 lbs,"5'11"" (181cm)","71.0"" (180cm)","Cedar Rapids, Iowa",19 Wins,2,2009-02-07,"March 02, 2019","Phoenix, Arizona",19,0,0,1,UFC 239: Jones vs. Santos Ben Askren,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight,Ben Askren,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",0.0,0%,7.8,10%,4.5,50%,0%,4.5,19,0,UFC 239: Jones vs. Santos Ben Askren
0.9649885523984643,57_left,54_right,UFC 239: Jones vs. Santos,Jorge Masvidal,34,Welterweight,171.0 lbs,"5'11"" (180cm)","73.0"" (185cm)","Miami, Florida, United States",1 Win,17,2003-05-24,"March 16, 2019","Miami, Florida",33,13,0,0,UFC 239: Jones vs. Santos Jorge Masvidal,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight,Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",4.16,46%,2.95,67%,1.73,58%,77%,0.4,33,13,UFC 239: Jones vs. Santos Jorge Masvidal
0.8648015708864548,58_left,59_right,UFC 239: Jones vs. Santos,Michael Keith Chiesa,31,Welterweight,170.5 lbs,"6'1"" (185cm)","75.5"" (192cm)",United States,1 Win,13,2008-06-20,"December 29, 2018","Spokane Valley, Washington",20,5,0,0,UFC 239: Jones vs. Santos Michael Keith Chiesa,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight,Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",2.14,38%,2.35,52%,3.32,43%,68%,1.4,15,4,UFC 239: Jones vs. Santos Michael Chiesa
0.8488975290624661,59_left,58_right,UFC 239: Jones vs. Santos,Diego J. Sanchez,37,Welterweight,170.0 lbs,"5'10"" (178cm)","72.0"" (183cm)","Albuquerque, New Mexico, United States",2 Wins,30,2002-06-21,"March 02, 2019","Albuquerque, New Mexico",29,11,0,0,UFC 239: Jones vs. Santos Diego J. Sanchez,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.85,37%,2.9,57%,1.65,24%,50%,0.9,31,11,UFC 239: Jones vs. Santos Diego Sanchez
0.9750228855872635,60_left,69_right,UFC 239: Jones vs. Santos,Jack Marshman,29,Middleweight,188.0 lbs,"6'0"" (183cm)","73.0"" (185cm)",Wales,1 Win,7,2009-05-30,"March 16, 2019","Abertillery, Wales",24,9,0,0,UFC 239: Jones vs. Santos Jack Marshman,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Middleweight,Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2.69,28%,3.4,58%,0.0,0%,22%,0.0,23,8,UFC 239: Jones vs. Santos Jack Marshman
0.8792940621843237,61_left,68_right,UFC 239: Jones vs. Santos,Edmen Shahbazyan,21,Middleweight,184.5 lbs,"6'2"" (188cm)","74.0"" (188cm)",United States,10 Wins,3,2016-10-21,"March 02, 2019","Glendale, California",10,0,0,0,UFC 239: Jones vs. Santos Edmen Shahbazyan,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Middleweight,Edmen Shahbazyan,"6' 2""",185 lbs.,--,Orthodox,"Nov 20, 1997",3.37,59%,2.45,53%,7.36,38%,75%,0.0,9,0,UFC 239: Jones vs. Santos Edmen Shahbazyan
1.0702169491007978,62_left,62_right,UFC 239: Jones vs. Santos,Sean O'Malley,24,Bantamweight,136.0 lbs,"5'11"" (180cm)","72.0"" (183cm)","Helena, Montana",15 Wins,3,2013-03-30,"March 03, 2018","Scottsdale, Arizona",19,2,0,0,UFC 239: Jones vs. Santos Sean O'Malley,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Bantamweight,Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.75,56%,4.06,66%,1.31,50%,61%,1.3,10,0,UFC 239: Jones vs. Santos Sean O'Malley
0.6588514327827063,63_left,63_right,UFC 239: Jones vs. Santos,Marlon Andres Vera Delgado,26,Bantamweight,135.5 lbs,"5'8"" (173cm)","70.5"" (179cm)","Chone, Manabi, Ecuador",3 Wins,12,2010-07-24,"March 23, 2019","Alburquerque, New Mexico",15,5,1,0,UFC 239: Jones vs. Santos Marlon Andres Vera Delgado,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Bantamweight,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",3.3,45%,3.92,52%,0.77,37%,68%,1.3,13,5,UFC 239: Jones vs. Santos Marlon Vera
0.5536230360803726,64_left,64_right,UFC 239: Jones vs. Santos,Ana Cláudia Dantas Gadelha,30,Strawweight,115.5 lbs,"5'4"" (163cm)","63.5"" (161cm)","Mossoro, Rio Grande do Norte, Brazil",1 Loss,10,2008-07-05,"December 08, 2018","Mossoro, Rio Grande do Norte, Brazil",16,4,0,0,UFC 239: Jones vs. Santos Ana Cláudia Dantas Gadelha,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Women's Strawweight,Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",3.23,42%,4.69,56%,3.72,47%,58%,0.9,16,4,UFC 239: Jones vs. Santos Claudia Gadelha
0.7531687056595262,65_left,65_right,UFC 239: Jones vs. Santos,Randa Markos-Thomas,33,Strawweight,116.0 lbs,"5'4"" (163cm)","63.5"" (161cm)",Iraq,1 Win,12,2009-09-19,"March 23, 2019","Montreal, Quebec, Canada",12,7,1,0,UFC 239: Jones vs. Santos Randa Markos-Thomas,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Women's Strawweight,Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.92,41%,3.17,61%,1.67,28%,53%,0.3,9,7,UFC 239: Jones vs. Santos Randa Markos
0.9850572187760629,66_left,60_right,UFC 239: Jones vs. Santos,Gilbert Melendez,37,Featherweight,146.0 lbs,"5'9"" (176cm)","73.0"" (185cm)","Santa Ana, California, United States",4 Losses,7,2002-08-10,"September 09, 2017","San Francisco, California",24,7,0,0,UFC 239: Jones vs. Santos Gilbert Melendez,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Featherweight,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",3.51,33%,2.35,64%,1.7,42%,71%,0.2,22,7,UFC 239: Jones vs. Santos Gilbert Melendez
0.7490040811059162,67_left,61_right,UFC 239: Jones vs. Santos,Arnold Billy Allen,25,Featherweight,145.0 lbs,"5'9"" (175cm)","70.0"" (178cm)","Suffolk, England",7 Wins,6,2010-02-19,"March 16, 2019","Felixstowe, England",18,1,0,0,UFC 239: Jones vs. Santos Arnold Billy Allen,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Featherweight,Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",2.19,33%,1.83,61%,1.73,57%,69%,0.7,14,1,UFC 239: Jones vs. Santos Arnold Allen
0.8792940621843237,68_left,70_right,UFC 239: Jones vs. Santos,Ismail Naurdiev,22,Welterweight,170.0 lbs,"5'10"" (178cm)","74.0"" (188cm)","Grozny, Russia",3 Wins,2,2012-11-17,"February 23, 2019","Salzburg, Austria",18,2,0,0,UFC 239: Jones vs. Santos Ismail Naurdiev,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight,Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",4.2,61%,1.0,57%,0.0,0%,76%,1.0,18,2,UFC 239: Jones vs. Santos Ismail Naurdiev
0.8792940621843237,69_left,71_right,UFC 239: Jones vs. Santos,Chance Rencountre,32,Welterweight,170.4 lbs,"6'2"" (188cm)","74.0"" (188cm)",United States,1 Win,3,2011-04-09,"January 19, 2019","Pawhuska, Oklahoma",21,3,0,0,UFC 239: Jones vs. Santos Chance Rencountre,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight,Chance Rencountre,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",1.26,16%,4.13,48%,1.72,33%,25%,0.9,13,3,UFC 239: Jones vs. Santos Chance Rencountre
0.9850572187760629,70_left,66_right,UFC 239: Jones vs. Santos,Alejandro Perez,29,Bantamweight,136.0 lbs,"5'6"" (168cm)","67.0"" (170cm)","Aguascalientes, Mexico",1 Loss,11,2005-07-17,"March 02, 2019","Aguascalientes, Mexico",21,7,1,0,UFC 239: Jones vs. Santos Alejandro Perez,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Bantamweight,Alejandro Perez,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 02, 1989",3.58,35%,2.92,64%,0.53,20%,73%,0.1,22,7,UFC 239: Jones vs. Santos Alejandro Perez
0.7531687056595262,71_left,67_right,UFC 239: Jones vs. Santos,"宋亚东, Song Yadong",21,Bantamweight,136.0 lbs,"5'6"" (168cm)","67.0"" (170cm)","Harbin, Heilongjiang Province,China",6 Wins,4,2013-05-18,"November 24, 2018","Harbin, Heilongjiang Province, China",14,4,0,1,"UFC 239: Jones vs. Santos 宋亚东, Song Yadong",UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Bantamweight,Song Yadong,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",4.31,41%,2.91,67%,1.54,100%,100%,1.0,14,4,UFC 239: Jones vs. Santos Song Yadong
0.9691531769520743,72_left,72_right,UFC 239: Jones vs. Santos,Julia Avila,31,Bantamweight,135.8 lbs,"5'7"" (170cm)","69.0"" (175cm)",United States,2 Wins,1,2012-01-27,"November 16, 2018","Oklahoma City, Oklahoma",8,1,0,0,UFC 239: Jones vs. Santos Julia Avila,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Women's Bantamweight,Julia Avila,"5' 4""",135 lbs.,--,,"May 11, 1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,5,1,UFC 239: Jones vs. Santos Julia Avila
0.8792940621843237,73_left,73_right,UFC 239: Jones vs. Santos,Melissa Gatto,23,Bantamweight,,"5'6"" (168cm)",,"Campinas, Sao Paulo, Brazil",6 Wins,1,2016-12-10,"September 29, 2018","Toledo, Parana, Brazil",6,0,2,0,UFC 239: Jones vs. Santos Melissa Gatto,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",Women's Bantamweight,Melissa Gatto,"5' 5""",135 lbs.,--,Orthodox,"Feb 05, 1996",0.0,0%,0.0,0%,0.0,0%,0%,0.0,6,0,UFC 239: Jones vs. Santos Melissa Gatto
0.49558725454233643,74_left,75_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Aspen Ladd,24,Bantamweight,135.4 lbs,"5'6"" (168cm)","66.0"" (168cm)","Pioneer, California",9 Wins,4,2013-03-15,"May 18, 2019","Pioneer, California",16,1,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Aspen Ladd,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Bantamweight,Aspen Ladd,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",5.58,56%,4.89,47%,2.31,80%,66%,1.7,8,0,UFC Fight Night: De Randamie vs. Ladd Aspen Ladd
0.5626666976225415,75_left,74_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Germaine de Randamie,35,Bantamweight,136.0 lbs,"5'10"" (177cm)","72.5"" (184cm)","Utrecht, Netherlands",4 Wins,7,2008-12-19,"November 10, 2018","San Jose, California",8,3,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Germaine de Randamie,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Bantamweight,Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",3.13,45%,2.16,67%,0.0,0%,88%,0.2,8,3,UFC Fight Night: De Randamie vs. Ladd Germaine de Randamie
0.6592723116621958,76_left,76_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Urijah Christopher Faber,40,Bantamweight,136.0 lbs,"5'6"" (168cm)","67.0"" (170cm)","Isla Vista, California, United States",1 Win,17,2003-11-13,"December 17, 2016","Sacramento, California",34,10,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Urijah Christopher Faber,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Bantamweight,Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.66,41%,2.51,65%,1.59,31%,60%,0.9,34,10,UFC Fight Night: De Randamie vs. Ladd Urijah Faber
0.5526323644337422,77_left,77_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Ricky Simón,26,Bantamweight,135.0 lbs,"5'6"" (168cm)","70.0"" (178cm)",United States,8 Wins,4,2011-10-15,"February 09, 2019","Vancouver, Washington",22,1,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Ricky Simón,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Bantamweight,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",2.68,40%,3.1,69%,6.75,52%,73%,0.2,15,1,UFC Fight Night: De Randamie vs. Ladd Ricky Simon
0.6678950943248753,78_left,80_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Beneil Dariush,30,Lightweight,156.0 lbs,"5'10"" (178cm)","72.0"" (183cm)","Urmia, Iran",2 Wins,16,2009-11-20,"March 09, 2019","Huntington Beach, California",16,4,1,0,UFC on ESPN+ 13: De Randamie vs. Ladd Beneil Dariush,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Lightweight,Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.91,48%,2.68,60%,1.59,31%,80%,0.8,16,4,UFC Fight Night: De Randamie vs. Ladd Beneil Dariush
0.6678950943248753,79_left,81_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Drakkar Klose,31,Lightweight,156.0 lbs,"5'8"" (173cm)","70.0"" (178cm)","South Haven, Michigan",2 Wins,6,2012-06-30,"December 15, 2018","Glendale, Arizona",10,1,1,0,UFC on ESPN+ 13: De Randamie vs. Ladd Drakkar Klose,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Lightweight,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",3.45,50%,3.33,56%,1.6,30%,70%,0.0,10,1,UFC Fight Night: De Randamie vs. Ladd Drakkar Klose
0.5376051132464678,80_left,85_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Cezar Jesus Ferreira,34,Middleweight,185.5 lbs,"6'1"" (185cm)","78.0"" (198cm)","Ibitinga, Sao Paulo, Brazil",1 Loss,15,2007-04-29,"November 17, 2018","Boca Raton, Florida",13,7,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Cezar Jesus Ferreira,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Middleweight,Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",1.83,42%,2.14,55%,2.97,59%,90%,0.5,14,7,UFC Fight Night: De Randamie vs. Ladd Cezar Ferreira
